Step,Value
170,0.99009
171,0.98803
172,0.98987
173,0.98913
174,0.99009
175,0.98849
176,0.98784
177,0.99058
178,0.98791
179,0.98888
180,0.98691
181,0.98912
182,0.98907
183,0.98547
184,0.9874
185,0.98811
186,0.98975
187,0.98842
188,0.98885
189,0.98965
190,0.98924
191,0.98893
192,0.98872
193,0.98959
194,0.9893
195,0.99171
196,0.98409
197,0.98661
198,0.98879
199,0.98861
200,0.98897
201,0.98974
202,0.99117
203,0.99007
204,0.98996
205,0.98862
206,0.98741
207,0.9878
208,0.98901
209,0.98973
210,0.9911
211,0.99076
212,0.99025
213,0.9905
214,0.98982
215,0.98857
216,0.99001
217,0.98911
218,0.99091
219,0.98902
220,0.99013
221,0.99128
222,0.98826
223,0.9892
224,0.98924
225,0.9913
226,0.992
227,0.99198
228,0.99011
229,0.98947
230,0.99135
231,0.99083
232,0.98975
233,0.99103
234,0.99037
235,0.99108
236,0.99
237,0.99094
238,0.99021
239,0.99062
240,0.99059
241,0.99139
242,0.99067
243,0.98958
244,0.99151
245,0.99082
246,0.99169
247,0.99035
248,0.9909
249,0.98964
250,0.99091
251,0.98825
252,0.9911
253,0.9896
254,0.991
255,0.98996
256,0.99112
257,0.98972
258,0.98845
259,0.99099
260,0.99135
261,0.99115
262,0.99234
263,0.99101
264,0.99183
265,0.99118
266,0.98945
267,0.9911
268,0.99065
269,0.99091
270,0.99172
271,0.99196
272,0.99128
273,0.9903
274,0.99043
275,0.99146
276,0.9919
277,0.99045
278,0.99135
279,0.99163
280,0.98998
281,0.99132
282,0.98988
283,0.99055
284,0.99139
285,0.99203
286,0.99158
287,0.9905
288,0.99062
289,0.99115
290,0.99133
291,0.9923
292,0.99164
293,0.99061
294,0.99208
295,0.98985
296,0.99055
297,0.99112
298,0.99097
299,0.99083
300,0.99059
301,0.99224
302,0.99141
303,0.99086
304,0.9919
305,0.99123
306,0.99151
307,0.98962
308,0.98902
309,0.991
310,0.98968
311,0.98893
312,0.98922
313,0.98887
314,0.9887
315,0.9907
316,0.99135
317,0.9885
318,0.98904
319,0.98986
320,0.99073
321,0.98964
322,0.99008
323,0.98938
324,0.9909
325,0.99104
326,0.99035
327,0.99011
328,0.9892
329,0.98946
330,0.9902
331,0.98981
332,0.99051
333,0.99065
334,0.99068
335,0.99087
336,0.98942
337,0.98983
338,0.99008
339,0.98895
340,0.9888
341,0.99094
342,0.99036
343,0.9908
344,0.99085
345,0.99042
346,0.99046
347,0.99025
348,0.98964
349,0.9899
350,0.99026
351,0.99079
352,0.99093
353,0.98913
354,0.98944
355,0.98932
356,0.99139
357,0.99183
358,0.99214
359,0.99195
360,0.9911
361,0.99012
362,0.99076
363,0.9915
364,0.99153
365,0.99177
366,0.9916
367,0.99087
368,0.99029
369,0.98993
370,0.99123
371,0.9915
372,0.99152
373,0.99096
374,0.99181
375,0.99099
376,0.99135
377,0.99062
378,0.99162
379,0.99155
380,0.99173
381,0.98982
382,0.99135
383,0.99185
384,0.99036
385,0.99066
386,0.99023
387,0.99031
388,0.99106
389,0.99032
390,0.99034
391,0.99046
392,0.99081
393,0.9918
394,0.99187
395,0.99236
396,0.99134
397,0.99068
398,0.98945
399,0.99106
400,0.98972
401,0.99143
402,0.98996
403,0.98981
404,0.99112
405,0.99123
406,0.99141
407,0.99183
408,0.9912
409,0.9915
410,0.99117
411,0.99078
412,0.98992
413,0.98921
414,0.99023
415,0.98972
416,0.9903
417,0.9911
418,0.98998
419,0.98969
420,0.98972
421,0.98967
422,0.99035
423,0.99024
424,0.99037
425,0.99128
426,0.99089
427,0.99213
428,0.99146
429,0.99118
430,0.99205
431,0.99193
432,0.99175
433,0.99186
434,0.99164
435,0.99085
436,0.99137
437,0.98987
438,0.99074
439,0.99031
440,0.98946
441,0.99038
442,0.99006
443,0.99052
444,0.99005
445,0.99051
446,0.99125
447,0.99094
448,0.99168
449,0.99198
450,0.99177
451,0.99136
452,0.99044
453,0.99085
454,0.99166
455,0.99159
456,0.99153
457,0.9915
458,0.99126
459,0.991
460,0.99071
461,0.99035
462,0.98978
463,0.99017
464,0.99019
465,0.99033
466,0.99027
467,0.99069
468,0.99061
469,0.99073
470,0.99197
471,0.9911
472,0.99098
473,0.99106
474,0.99144
475,0.99112
476,0.99113
477,0.99022
478,0.99032
479,0.99113
480,0.9918
481,0.99186
482,0.99126
483,0.99063
484,0.99072
485,0.9908
486,0.99101
487,0.99002
488,0.99026
489,0.99078
490,0.99007
491,0.98975
492,0.98929
493,0.98897
494,0.98906
495,0.98905
496,0.98916
497,0.98943
498,0.98986
499,0.98993
