Step,Value
306,0.83506
307,0.83621
308,0.83566
309,0.83664
310,0.83669
311,0.83648
312,0.83748
313,0.83711
314,0.83623
315,0.83581
316,0.83615
317,0.8353
318,0.83581
319,0.83486
320,0.83528
321,0.83477
322,0.83479
323,0.83575
324,0.83622
325,0.83565
326,0.83608
327,0.83665
328,0.83662
329,0.83623
330,0.83545
331,0.83532
332,0.83679
333,0.83777
334,0.83713
335,0.83799
336,0.83701
337,0.83685
338,0.83649
339,0.83788
340,0.83786
341,0.83796
342,0.83831
343,0.83733
344,0.83757
345,0.83726
346,0.83706
347,0.83696
348,0.83696
349,0.8377
350,0.83814
351,0.83756
352,0.83797
353,0.8377
354,0.83815
355,0.83772
356,0.83664
357,0.83589
358,0.83726
359,0.83699
360,0.83595
361,0.83572
362,0.83443
363,0.83575
364,0.83556
365,0.83613
366,0.83686
367,0.83624
368,0.8353
369,0.83534
370,0.83541
371,0.83519
372,0.83684
373,0.83767
374,0.83865
375,0.83858
376,0.83788
377,0.83748
378,0.8377
379,0.83836
380,0.83837
381,0.8387
382,0.83886
383,0.8388
384,0.83859
385,0.83822
386,0.83845
387,0.83844
388,0.83835
389,0.83864
390,0.8389
391,0.83825
392,0.83906
393,0.83904
394,0.8388
395,0.83913
396,0.83907
397,0.83918
398,0.83982
399,0.8394
400,0.83836
401,0.839
402,0.83826
403,0.83937
404,0.83892
405,0.83891
406,0.83988
407,0.83904
408,0.83927
409,0.8392
410,0.83908
411,0.84004
412,0.84054
413,0.84008
414,0.83982
415,0.83924
416,0.83915
417,0.8402
418,0.83945
419,0.83917
420,0.83881
421,0.83862
422,0.83811
423,0.83831
424,0.83845
425,0.8385
426,0.83908
427,0.83922
428,0.83925
429,0.83878
430,0.83882
431,0.83937
432,0.83929
433,0.83965
434,0.84035
435,0.84127
436,0.84049
437,0.84066
438,0.83984
439,0.83971
440,0.83976
441,0.84074
442,0.84097
443,0.84108
444,0.84141
445,0.84105
446,0.84059
447,0.84075
448,0.84041
449,0.84072
450,0.84045
451,0.84068
452,0.84132
453,0.84191
454,0.84142
455,0.84234
456,0.84274
457,0.84234
458,0.8425
459,0.84256
460,0.84203
461,0.84244
462,0.84275
463,0.84289
464,0.84328
465,0.84282
466,0.84256
467,0.84308
468,0.84312
469,0.84357
470,0.84395
471,0.84379
472,0.84361
473,0.8437
474,0.84393
475,0.84364
476,0.84354
477,0.84379
478,0.84391
479,0.84392
480,0.84409
481,0.84353
482,0.84401
483,0.84381
484,0.84401
485,0.84398
486,0.84412
487,0.84425
488,0.84399
489,0.84416
490,0.84405
491,0.84378
492,0.84412
493,0.84454
494,0.84416
495,0.84407
496,0.84405
497,0.84433
498,0.84438
499,0.84435
