Step,Value
273,0.82558
274,0.82282
275,0.83271
276,0.82711
277,0.83159
278,0.82903
279,0.82443
280,0.82644
281,0.82572
282,0.82777
283,0.82656
284,0.82426
285,0.825
286,0.82251
287,0.81927
288,0.826
289,0.82059
290,0.81998
291,0.82232
292,0.82385
293,0.82355
294,0.82013
295,0.82469
296,0.82477
297,0.8184
298,0.82315
299,0.82111
300,0.82177
301,0.82665
302,0.81575
303,0.81822
304,0.82045
305,0.81904
306,0.8227
307,0.81843
308,0.82455
309,0.82004
310,0.82185
311,0.82058
312,0.81838
313,0.8243
314,0.82639
315,0.81742
316,0.81593
317,0.82689
318,0.81698
319,0.8172
320,0.81441
321,0.81591
322,0.82329
323,0.81267
324,0.81497
325,0.82075
326,0.81912
327,0.82249
328,0.81726
329,0.81985
330,0.81733
331,0.81478
332,0.81651
333,0.81938
334,0.81812
335,0.81816
336,0.81555
337,0.8138
338,0.81624
339,0.80756
340,0.8199
341,0.81322
342,0.81316
343,0.8161
344,0.81122
345,0.81274
346,0.81484
347,0.81888
348,0.81179
349,0.81436
350,0.81378
351,0.81458
352,0.814
353,0.81605
354,0.81239
355,0.81435
356,0.81473
357,0.81088
358,0.81168
359,0.81234
360,0.81591
361,0.81071
362,0.81544
363,0.81497
364,0.81242
365,0.81101
366,0.81048
367,0.81312
368,0.80697
369,0.81453
370,0.81032
371,0.80903
372,0.80734
373,0.81357
374,0.81545
375,0.81056
376,0.80862
377,0.80836
378,0.8111
379,0.81301
380,0.81478
381,0.81342
382,0.81206
383,0.80721
384,0.81108
385,0.81677
386,0.80937
387,0.80897
388,0.81416
389,0.80607
390,0.80959
391,0.80634
392,0.81706
393,0.80805
394,0.81134
395,0.80671
396,0.80898
397,0.80929
398,0.80877
399,0.80815
400,0.80748
401,0.80941
402,0.81251
403,0.81065
404,0.81423
405,0.80617
406,0.81274
407,0.81099
408,0.80889
409,0.81164
410,0.80762
411,0.80761
412,0.8057
413,0.80705
414,0.8038
415,0.80938
416,0.80889
417,0.80674
418,0.80739
419,0.80511
420,0.80877
421,0.80182
422,0.80037
423,0.81047
424,0.81089
425,0.80718
426,0.80192
427,0.8115
428,0.80479
429,0.80799
430,0.80785
431,0.8056
432,0.80927
433,0.81114
434,0.80849
435,0.80817
436,0.80595
437,0.80922
438,0.8051
439,0.80619
440,0.8053
441,0.8091
442,0.80587
443,0.80842
444,0.8039
445,0.8093
446,0.80522
447,0.80694
448,0.80614
449,0.80469
450,0.80699
451,0.80844
452,0.80316
453,0.80876
454,0.8055
455,0.80107
456,0.80191
457,0.80299
458,0.79937
459,0.80436
460,0.80106
461,0.80875
462,0.80467
463,0.80653
464,0.80718
465,0.80033
466,0.80397
467,0.80404
468,0.80469
469,0.7995
470,0.80192
471,0.80559
472,0.80556
473,0.80367
474,0.80315
475,0.80693
476,0.80073
477,0.80234
478,0.80758
479,0.79659
480,0.80301
481,0.79993
482,0.80622
483,0.80523
484,0.80288
485,0.80313
486,0.79875
487,0.80382
488,0.80516
489,0.80017
490,0.79102
491,0.7972
492,0.78713
493,0.78414
494,0.77762
495,0.77734
496,0.77678
497,0.78149
498,0.78678
499,0.78293
