Step,Value
318,0.012697
319,0.012336
320,0.012517
321,0.012645
322,0.012369
323,0.013014
324,0.012329
325,0.0127
326,0.013008
327,0.012592
328,0.012273
329,0.012706
330,0.012421
331,0.01212
332,0.012425
333,0.012522
334,0.013001
335,0.012241
336,0.012699
337,0.012639
338,0.012142
339,0.012689
340,0.012308
341,0.01249
342,0.012348
343,0.012277
344,0.012484
345,0.012397
346,0.012207
347,0.012536
348,0.012454
349,0.012094
350,0.012269
351,0.012213
352,0.012187
353,0.011943
354,0.012277
355,0.011305
356,0.012072
357,0.012447
358,0.011882
359,0.011855
360,0.012033
361,0.011806
362,0.01196
363,0.011855
364,0.012186
365,0.011904
366,0.011691
367,0.012051
368,0.012049
369,0.012165
370,0.011806
371,0.012466
372,0.01174
373,0.011431
374,0.011606
375,0.011571
376,0.012017
377,0.011695
378,0.012023
379,0.012255
380,0.011878
381,0.01163
382,0.012075
383,0.011334
384,0.011246
385,0.011681
386,0.011379
387,0.011432
388,0.011749
389,0.011363
390,0.011808
391,0.011496
392,0.012526
393,0.011671
394,0.011569
395,0.011284
396,0.011558
397,0.011131
398,0.011381
399,0.011499
400,0.011437
401,0.011452
402,0.011924
403,0.011375
404,0.011428
405,0.0113
406,0.01156
407,0.011322
408,0.011072
409,0.011133
410,0.011069
411,0.010785
412,0.011521
413,0.010874
414,0.011176
415,0.011497
416,0.011295
417,0.011482
418,0.011338
419,0.011405
420,0.011182
421,0.011427
422,0.011013
423,0.011505
424,0.0111
425,0.010919
426,0.011091
427,0.010733
428,0.010977
429,0.010954
430,0.010991
431,0.01069
432,0.010775
433,0.011239
434,0.010724
435,0.010844
436,0.01079
437,0.011151
438,0.010892
439,0.010848
440,0.010757
441,0.010747
442,0.011091
443,0.01078
444,0.010575
445,0.010638
446,0.010708
447,0.010164
448,0.010424
449,0.010547
450,0.01081
451,0.010605
452,0.010524
453,0.011157
454,0.010869
455,0.010848
456,0.01037
457,0.010815
458,0.010382
459,0.010398
460,0.010576
461,0.010573
462,0.01062
463,0.010405
464,0.010421
465,0.010156
466,0.010938
467,0.010815
468,0.010459
469,0.010598
470,0.010585
471,0.010157
472,0.010749
473,0.010507
474,0.01041
475,0.010613
476,0.010527
477,0.010073
478,0.0097655
479,0.011127
480,0.010324
481,0.010474
482,0.010233
483,0.010176
484,0.010414
485,0.010467
486,0.010543
487,0.0099271
488,0.0099967
489,0.010619
490,0.010325
491,0.009959
492,0.010268
493,0.01012
494,0.010656
495,0.010868
496,0.010157
497,0.0098976
498,0.01025
499,0.010568
