Step,Value
263,0.47964
264,0.48115
265,0.47187
266,0.47046
267,0.48434
268,0.48302
269,0.47419
270,0.46988
271,0.46427
272,0.46565
273,0.46232
274,0.46501
275,0.46979
276,0.46179
277,0.47315
278,0.48712
279,0.46886
280,0.46382
281,0.46345
282,0.45813
283,0.46933
284,0.46732
285,0.46154
286,0.45954
287,0.44234
288,0.44499
289,0.45404
290,0.45698
291,0.45368
292,0.44985
293,0.45496
294,0.43968
295,0.45203
296,0.46231
297,0.44513
298,0.45172
299,0.43824
300,0.45829
301,0.44856
302,0.446
303,0.44401
304,0.43487
305,0.44349
306,0.45391
307,0.44656
308,0.44069
309,0.44202
310,0.43385
311,0.44937
312,0.43798
313,0.44992
314,0.43363
315,0.43609
316,0.43881
317,0.44492
318,0.42804
319,0.42841
320,0.42695
321,0.44309
322,0.444
323,0.4275
324,0.44629
325,0.43061
326,0.42713
327,0.43031
328,0.42503
329,0.43818
330,0.43203
331,0.42387
332,0.4332
333,0.43888
334,0.42941
335,0.43173
336,0.4228
337,0.4294
338,0.42328
339,0.42163
340,0.42509
341,0.42219
342,0.41676
343,0.41219
344,0.41783
345,0.41383
346,0.41356
347,0.41686
348,0.41724
349,0.42411
350,0.40219
351,0.41409
352,0.41619
353,0.42006
354,0.40372
355,0.41836
356,0.40633
357,0.40525
358,0.41336
359,0.40689
360,0.41816
361,0.41045
362,0.41439
363,0.40967
364,0.4195
365,0.39898
366,0.39074
367,0.40499
368,0.4063
369,0.40439
370,0.41436
371,0.40115
372,0.40469
373,0.41106
374,0.40573
375,0.40331
376,0.39091
377,0.39139
378,0.38981
379,0.38536
380,0.39127
381,0.39462
382,0.38176
383,0.38145
384,0.39701
385,0.38888
386,0.40932
387,0.39195
388,0.3823
389,0.3888
390,0.39038
391,0.38584
392,0.38859
393,0.37958
394,0.38725
395,0.39686
396,0.38228
397,0.38031
398,0.39033
399,0.38952
400,0.38312
401,0.39891
402,0.37997
403,0.3752
404,0.37284
405,0.37142
406,0.38608
407,0.38081
408,0.36777
409,0.39415
410,0.37369
411,0.37017
412,0.37073
413,0.37353
414,0.3677
415,0.3738
416,0.38095
417,0.38037
418,0.36823
419,0.37817
420,0.37898
421,0.36919
422,0.36434
423,0.37095
424,0.37553
425,0.3701
426,0.36845
427,0.36303
428,0.35236
429,0.36823
430,0.36898
431,0.36518
432,0.37714
433,0.36097
434,0.36683
435,0.36449
436,0.35771
437,0.38178
438,0.36336
439,0.3832
440,0.36725
441,0.36249
442,0.35799
443,0.35855
444,0.36635
445,0.36039
446,0.35854
447,0.36158
448,0.35476
449,0.36804
450,0.35586
451,0.36359
452,0.36348
453,0.36041
454,0.35873
455,0.34833
456,0.36068
457,0.36123
458,0.35461
459,0.35783
460,0.35313
461,0.35527
462,0.3564
463,0.34047
464,0.357
465,0.34656
466,0.35292
467,0.35465
468,0.35728
469,0.35237
470,0.35931
471,0.35398
472,0.35121
473,0.33731
474,0.34656
475,0.35408
476,0.34657
477,0.34078
478,0.36064
479,0.34172
480,0.33596
481,0.33458
482,0.35279
483,0.34875
484,0.34963
485,0.3415
486,0.3371
487,0.34014
488,0.34208
489,0.34606
490,0.35112
491,0.31883
492,0.30329
493,0.31725
494,0.29672
495,0.30815
496,0.31069
497,0.29044
498,0.30849
499,0.31207
