Step,Value
244,0.00037047
245,0.00036905
246,0.00036764
247,0.00036622
248,0.00036481
249,0.0003634
250,0.00036198
251,0.00036057
252,0.00035916
253,0.00035774
254,0.00035633
255,0.00035492
256,0.0003535
257,0.00035209
258,0.00035067
259,0.00034926
260,0.00034785
261,0.00034643
262,0.00034502
263,0.00034361
264,0.00034219
265,0.00034078
266,0.00033936
267,0.00033795
268,0.00033654
269,0.00033512
270,0.00033371
271,0.0003323
272,0.00033088
273,0.00032947
274,0.00032805
275,0.00032664
276,0.00032523
277,0.00032381
278,0.0003224
279,0.00032099
280,0.00031957
281,0.00031816
282,0.00031674
283,0.00031533
284,0.00031392
285,0.0003125
286,0.00031109
287,0.00030968
288,0.00030826
289,0.00030685
290,0.00030543
291,0.00030402
292,0.00030261
293,0.00030119
294,0.00029978
295,0.00029837
296,0.00029695
297,0.00029554
298,0.00029413
299,0.00029271
300,0.0002913
301,0.00028988
302,0.00028847
303,0.00028706
304,0.00028564
305,0.00028423
306,0.00028282
307,0.0002814
308,0.00027999
309,0.00027857
310,0.00027716
311,0.00027575
312,0.00027433
313,0.00027292
314,0.00027151
315,0.00027009
316,0.00026868
317,0.00026726
318,0.00026585
319,0.00026444
320,0.00026302
321,0.00026161
322,0.0002602
323,0.00025878
324,0.00025737
325,0.00025595
326,0.00025454
327,0.00025313
328,0.00025171
329,0.0002503
330,0.00024889
331,0.00024747
332,0.00024606
333,0.00024464
334,0.00024323
335,0.00024182
336,0.0002404
337,0.00023899
338,0.00023758
339,0.00023616
340,0.00023475
341,0.00023334
342,0.00023192
343,0.00023051
344,0.00022909
345,0.00022768
346,0.00022627
347,0.00022485
348,0.00022344
349,0.00022203
350,0.00022061
351,0.0002192
352,0.00021778
353,0.00021637
354,0.00021496
355,0.00021354
356,0.00021213
357,0.00021072
358,0.0002093
359,0.00020789
360,0.00020647
361,0.00020506
362,0.00020365
363,0.00020223
364,0.00020082
365,0.00019941
366,0.00019799
367,0.00019658
368,0.00019516
369,0.00019375
370,0.00019234
371,0.00019092
372,0.00018951
373,0.0001881
374,0.00018668
375,0.00018527
376,0.00018385
377,0.00018244
378,0.00018103
379,0.00017961
380,0.0001782
381,0.00017679
382,0.00017537
383,0.00017396
384,0.00017255
385,0.00017113
386,0.00016972
387,0.0001683
388,0.00016689
389,0.00016548
390,0.00016406
391,0.00016265
392,0.00016124
393,0.00015982
394,0.00015841
395,0.00015699
396,0.00015558
397,0.00015417
398,0.00015275
399,0.00015134
400,0.00014993
401,0.00014851
402,0.0001471
403,0.00014568
404,0.00014427
405,0.00014286
406,0.00014144
407,0.00014003
408,0.00013862
409,0.0001372
410,0.00013579
411,0.00013437
412,0.00013296
413,0.00013155
414,0.00013013
415,0.00012872
416,0.00012731
417,0.00012589
418,0.00012448
419,0.00012307
420,0.00012165
421,0.00012024
422,0.00011882
423,0.00011741
424,0.000116
425,0.00011458
426,0.00011317
427,0.00011176
428,0.00011034
429,0.00010893
430,0.00010751
431,0.0001061
432,0.00010469
433,0.00010327
434,0.00010186
435,0.00010045
436,9.9032e-05
437,9.7618e-05
438,9.6204e-05
439,9.4791e-05
440,9.3377e-05
441,9.1963e-05
442,9.0549e-05
443,8.9136e-05
444,8.7722e-05
445,8.6308e-05
446,8.4895e-05
447,8.3481e-05
448,8.2067e-05
449,8.0653e-05
450,7.924e-05
451,7.7826e-05
452,7.6412e-05
453,7.4999e-05
454,7.3585e-05
455,7.2171e-05
456,7.0757e-05
457,6.9344e-05
458,6.793e-05
459,6.6516e-05
460,6.5103e-05
461,6.3689e-05
462,6.2275e-05
463,6.0861e-05
464,5.9448e-05
465,5.8034e-05
466,5.662e-05
467,5.5206e-05
468,5.3793e-05
469,5.2379e-05
470,5.0965e-05
471,4.9552e-05
472,4.8138e-05
473,4.6724e-05
474,4.531e-05
475,4.3897e-05
476,4.2483e-05
477,4.1069e-05
478,3.9656e-05
479,3.8242e-05
480,3.6828e-05
481,3.5414e-05
482,3.4001e-05
483,3.2587e-05
484,3.1173e-05
485,2.976e-05
486,2.8346e-05
487,2.6932e-05
488,2.5518e-05
489,2.4105e-05
490,2.2691e-05
491,2.1277e-05
492,1.9863e-05
493,1.845e-05
494,1.7036e-05
495,1.5622e-05
496,1.4209e-05
497,1.2795e-05
498,1.1381e-05
499,9.9674e-06
